ObjectId,IdBundesland,Bundesland,Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,IdLandkreis,Datenstand,NeuerFall,NeuerTodesfall,Refdatum,NeuGenesen,AnzahlGenesen,IstErkrankungsbeginn,Altersgruppe2
15681441,11,Berlin,SK Berlin Mitte,A00-A04,W,2,0,2020/06/19 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/19 00:00:00,0,2,0,Nicht übermittelt
15681442,11,Berlin,SK Berlin Mitte,A00-A04,W,1,0,2020/06/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/21 00:00:00,-9,0,1,Nicht übermittelt
15681443,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/12 00:00:00,0,1,1,Nicht übermittelt
15681444,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,1,Nicht übermittelt
15681445,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/23 00:00:00,0,1,0,Nicht übermittelt
15681446,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/02 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/22 00:00:00,0,1,1,Nicht übermittelt
15681447,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/06 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/01 00:00:00,0,1,1,Nicht übermittelt
15681448,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/09 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/07 00:00:00,0,1,1,Nicht übermittelt
15681449,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/06 00:00:00,0,1,1,Nicht übermittelt
15681450,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/15 00:00:00,0,1,1,Nicht übermittelt
15681451,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/04/29 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/05/03 00:00:00,0,1,1,Nicht übermittelt
15681452,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/06/05 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/04 00:00:00,0,1,1,Nicht übermittelt
15681453,11,Berlin,SK Berlin Mitte,A05-A14,M,3,0,2020/06/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/13 00:00:00,0,3,0,Nicht übermittelt
15681454,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/06/18 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/18 00:00:00,0,1,0,Nicht übermittelt
15681455,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/06/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/16 00:00:00,0,1,1,Nicht übermittelt
15681456,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/06/29 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/23 00:00:00,-9,0,1,Nicht übermittelt
15681457,11,Berlin,SK Berlin Mitte,A05-A14,M,1,0,2020/07/02 00:00:00,11001,"04.07.2020, 00:00 Uhr",1,-9,2020/07/02 00:00:00,-9,0,0,Nicht übermittelt
15681458,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,0,Nicht übermittelt
15681459,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/03/21 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,1,Nicht übermittelt
15681460,11,Berlin,SK Berlin Mitte,A05-A14,W,2,0,2020/04/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/06 00:00:00,0,2,1,Nicht übermittelt
15681461,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/04/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/11 00:00:00,0,1,1,Nicht übermittelt
15681462,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/05/01 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/04/30 00:00:00,0,1,1,Nicht übermittelt
15681463,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/05/19 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/05/18 00:00:00,0,1,1,Nicht übermittelt
15681464,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/05/27 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/05/26 00:00:00,0,1,1,Nicht übermittelt
15681465,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/05/29 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/05/29 00:00:00,0,1,0,Nicht übermittelt
15681466,11,Berlin,SK Berlin Mitte,A05-A14,W,2,0,2020/05/31 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/05/31 00:00:00,0,2,0,Nicht übermittelt
15681467,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/08 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/05 00:00:00,0,1,1,Nicht übermittelt
15681468,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/10 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/09 00:00:00,0,1,1,Nicht übermittelt
15681469,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/10 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/10 00:00:00,0,1,0,Nicht übermittelt
15681470,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/11 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/11 00:00:00,0,1,0,Nicht übermittelt
15681471,11,Berlin,SK Berlin Mitte,A05-A14,W,5,0,2020/06/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/13 00:00:00,0,5,0,Nicht übermittelt
15681472,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/15 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/15 00:00:00,0,1,0,Nicht übermittelt
15681473,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/16 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/16 00:00:00,0,1,0,Nicht übermittelt
15681474,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/11 00:00:00,0,1,1,Nicht übermittelt
15681475,11,Berlin,SK Berlin Mitte,A05-A14,W,2,0,2020/06/18 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/18 00:00:00,0,2,0,Nicht übermittelt
15681476,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/19 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/19 00:00:00,0,1,0,Nicht übermittelt
15681477,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/16 00:00:00,0,1,1,Nicht übermittelt
15681478,11,Berlin,SK Berlin Mitte,A05-A14,W,2,0,2020/06/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/21 00:00:00,-9,0,1,Nicht übermittelt
15681479,11,Berlin,SK Berlin Mitte,A05-A14,W,1,0,2020/06/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/23 00:00:00,-9,0,1,Nicht übermittelt
15681480,11,Berlin,SK Berlin Mitte,A05-A14,W,2,0,2020/06/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/06/26 00:00:00,-9,0,0,Nicht übermittelt
15681481,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/03 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/02/28 00:00:00,0,1,1,Nicht übermittelt
15681482,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/10 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/07 00:00:00,0,1,1,Nicht übermittelt
15681483,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/11 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/04 00:00:00,0,1,1,Nicht übermittelt
15681484,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/11 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/09 00:00:00,0,1,1,Nicht übermittelt
15681485,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/12 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/04 00:00:00,0,1,1,Nicht übermittelt
15681486,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/12 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/10 00:00:00,0,1,1,Nicht übermittelt
15681487,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/08 00:00:00,0,1,1,Nicht übermittelt
15681488,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/09 00:00:00,0,1,1,Nicht übermittelt
15681489,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/10 00:00:00,0,1,1,Nicht übermittelt
15681490,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/13 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/11 00:00:00,0,1,1,Nicht übermittelt
15681491,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/14 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/07 00:00:00,0,1,1,Nicht übermittelt
15681492,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/14 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/09 00:00:00,0,1,1,Nicht übermittelt
15681493,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/15 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/11 00:00:00,0,1,1,Nicht übermittelt
15681494,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/15 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/12 00:00:00,0,1,1,Nicht übermittelt
15681495,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/15 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,0,Nicht übermittelt
15681496,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/16 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/07 00:00:00,0,1,1,Nicht übermittelt
15681497,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/16 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,0,Nicht übermittelt
15681498,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/08 00:00:00,0,2,1,Nicht übermittelt
15681499,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/12 00:00:00,0,1,1,Nicht übermittelt
15681500,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/13 00:00:00,0,1,1,Nicht übermittelt
15681501,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/17 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/14 00:00:00,0,1,1,Nicht übermittelt
15681502,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/18 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/07 00:00:00,0,1,1,Nicht übermittelt
15681503,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/18 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/09 00:00:00,0,1,1,Nicht übermittelt
15681504,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/18 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,1,Nicht übermittelt
15681505,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/19 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/14 00:00:00,0,1,1,Nicht übermittelt
15681506,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/19 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,1,Nicht übermittelt
15681507,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/10 00:00:00,0,1,1,Nicht übermittelt
15681508,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/11 00:00:00,0,1,1,Nicht übermittelt
15681509,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/12 00:00:00,0,1,1,Nicht übermittelt
15681510,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/14 00:00:00,0,1,1,Nicht übermittelt
15681511,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,1,Nicht übermittelt
15681512,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/20 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,1,Nicht übermittelt
15681513,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/21 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/13 00:00:00,0,1,1,Nicht übermittelt
15681514,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/21 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,2,1,Nicht übermittelt
15681515,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/21 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,1,Nicht übermittelt
15681516,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/21 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,1,Nicht übermittelt
15681517,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,1,Nicht übermittelt
15681518,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,1,Nicht übermittelt
15681519,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/18 00:00:00,0,1,1,Nicht übermittelt
15681520,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/19 00:00:00,0,1,1,Nicht übermittelt
15681521,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/22 00:00:00,0,1,0,Nicht übermittelt
15681522,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/22 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/22 00:00:00,0,1,1,Nicht übermittelt
15681523,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/10 00:00:00,0,1,1,Nicht übermittelt
15681524,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,1,Nicht übermittelt
15681525,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,1,Nicht übermittelt
15681526,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/17 00:00:00,0,1,1,Nicht übermittelt
15681527,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/23 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/18 00:00:00,0,1,1,Nicht übermittelt
15681528,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/24 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/13 00:00:00,0,2,1,Nicht übermittelt
15681529,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/24 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,2,1,Nicht übermittelt
15681530,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/24 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/24 00:00:00,0,1,0,Nicht übermittelt
15681531,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/12 00:00:00,0,1,1,Nicht übermittelt
15681532,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/13 00:00:00,0,1,1,Nicht übermittelt
15681533,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,1,1,Nicht übermittelt
15681534,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/18 00:00:00,0,1,1,Nicht übermittelt
15681535,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/25 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/23 00:00:00,0,2,1,Nicht übermittelt
15681536,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/15 00:00:00,0,1,1,Nicht übermittelt
15681537,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/16 00:00:00,0,2,1,Nicht übermittelt
15681538,11,Berlin,SK Berlin Mitte,A15-A34,M,2,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/18 00:00:00,0,2,1,Nicht übermittelt
15681539,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/19 00:00:00,0,1,1,Nicht übermittelt
15681540,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/21 00:00:00,0,1,1,Nicht übermittelt
15681541,11,Berlin,SK Berlin Mitte,A15-A34,M,1,0,2020/03/26 00:00:00,11001,"04.07.2020, 00:00 Uhr",0,-9,2020/03/23 00:00:00,0,1,1,Nicht übermittelt
